edges,label
"(9905139, 107128)",1
"(9705091, 11122)",1
"(9901006, 9060)",1
"(9705128, 12145)",1
"(9408099, 107072)",1
"(107031, 106184)",1
"(9710230, 6223)",1
"(9910149, 7239)",1
"(9912174, 9510135)",1
"(9705104, 2012)",1
"(9506001, 9212151)",0
"(9909108, 9907200)",1
"(9904095, 4023)",1
"(9912287, 105070)",1
"(9808140, 103010)",1
"(9607057, 10086)",1
"(9803001, 3205)",1
"(102112, 102071)",1
"(9810003, 10185)",0
"(9808079, 112047)",1
"(9902170, 5250)",1
"(9708054, 110156)",1
"(110173, 2016)",1
"(9901076, 11164)",1
"(9802150, 3213)",1
"(9912234, 9803258)",1
"(9504047, 109164)",1
"(9906220, 111052)",1
"(9509175, 5076)",1
"(9411229, 2060)",1
"(107183, 102159)",1
"(9709027, 101044)",1
"(9912012, 7234)",1
"(9501030, 1001)",1
"(9909189, 9903040)",1
"(9705116, 101126)",1
"(9802068, 109070)",1
"(6232, 6110)",1
"(12179, 12041)",1
"(112140, 104181)",1
"(101101, 5083)",1
"(9210065, 11226)",1
"(9803193, 12214)",1
"(9912093, 9810022)",1
"(112211, 110240)",1
"(9812073, 5183)",1
"(9905081, 101099)",1
"(9710062, 12031)",1
"(9905181, 9706091)",1
"(9907070, 9903214)",1
"(106011, 105242)",1
"(9803235, 2073)",1
"(9902155, 103162)",1
"(9807138, 2223)",1
"(9308075, 103073)",1
"(9703194, 4103)",1
"(12251, 8053)",1
"(9912210, 9901121)",1
"(9908142, 102056)",1
"(9612255, 12084)",1
"(9301052, 8155)",1
"(110064, 107067)",1
"(103081, 11156)",1
"(9807184, 107179)",0
"(9902105, 105264)",1
"(9803001, 5213)",1
"(9912183, 3044)",1
"(101211, 5031)",1
"(111221, 3037)",1
"(9911107, 9301060)",1
"(9810254, 6048)",1
"(9807184, 9810218)",0
"(9902065, 102131)",1
"(9902047, 109064)",1
"(9808141, 6052)",1
"(9506136, 5183)",1
"(8198, 7216)",1
"(9501105, 3190)",1
"(9207103, 105206)",1
"(9903196, 11040)",1
"(10112, 7079)",1
"(9911091, 9607235)",1
"(9807179, 2030)",1
"(9902146, 9711056)",1
"(112202, 9191)",1
"(8090, 3215)",1
"(9806056, 107096)",1
"(9906108, 102202)",1
"(9501068, 111187)",1
"(101174, 10278)",1
"(9907123, 9804126)",1
"(107061, 103161)",1
"(9708005, 4187)",1
"(9803131, 101194)",1
"(9910126, 7236)",1
"(106080, 5134)",1
"(9805117, 8066)",1
"(9607163, 112137)",1
"(105258, 10088)",1
"(8213, 7215)",1
"(9601091, 103260)",1
"(9910268, 9607207)",1
"(9908040, 101102)",1
"(9311187, 9605014)",0
"(103145, 10165)",1
"(106117, 11279)",1
"(9812204, 10166)",1
"(9602064, 12137)",1
"(9402008, 101035)",1
"(9803260, 4136)",1
"(9909095, 108072)",1
"(111106, 12199)",1
"(9906055, 107002)",1
"(9904207, 7097)",1
"(9903031, 103142)",1
"(9904132, 101209)",1
"(107126, 106245)",1
"(9801134, 4136)",1
"(9907183, 103142)",1
"(9404008, 3122)",1
"(4166, 3061)",1
"(9409021, 109154)",1
"(9601070, 9804015)",0
"(9912184, 9606139)",1
"(11111, 8041)",1
"(9602136, 4095)",1
"(9608096, 105305)",1
"(9812046, 1053)",1
"(9611125, 104065)",1
"(9911150, 107214)",1
"(11003, 4147)",1
"(9711200, 7106)",1
"(9802109, 9126)",1
"(9907059, 8196)",1
"(9611050, 101033)",1
"(9809119, 7102)",1
"(9906064, 5167)",1
"(9902105, 11226)",1
"(9906022, 105219)",1
"(9509095, 10084)",1
"(9907219, 102128)",1
"(9704094, 108018)",1
"(9604168, 105263)",1
"(9812021, 9057)",1
"(103199, 5129)",1
"(10063, 5239)",1
"(10167, 7035)",1
"(9606181, 12096)",1
"(6215, 3020)",1
"(1218, 1111)",1
"(9906182, 10121)",1
"(9612121, 12141)",1
"(9511188, 3071)",1
"(9912204, 9704059)",1
"(9701125, 105139)",1
"(9608096, 12118)",1
"(9911096, 9139)",1
"(9204099, 12135)",1
"(9606001, 1148)",1
"(9902113, 105284)",1
"(9906070, 9204102)",1
"(9707130, 110187)",1
"(9905061, 102108)",1
"(103211, 3300)",1
"(11003, 8057)",1
"(9912208, 6172)",1
"(9911167, 9308075)",1
"(108081, 105007)",1
"(104227, 7120)",1
"(112145, 8076)",1
"(9903020, 112100)",1
"(9906022, 10252)",1
"(9902144, 10100)",1
"(9906191, 9242)",1
"(107115, 10101)",1
"(9906022, 110007)",1
"(9503030, 10198)",1
"(9810155, 4170)",1
"(9703194, 7145)",1
"(105059, 104090)",1
"(9408141, 1087)",0
"(9807055, 8048)",1
"(9706109, 103163)",1
"(9907140, 4106)",1
"(9904095, 111121)",1
"(9059, 2117)",1
"(9203018, 109127)",1
"(9804177, 9185)",1
"(9608019, 109055)",1
"(103102, 12210)",1
"(111218, 107233)",1
"(107178, 106016)",1
"(9807198, 3234)",1
"(102142, 11262)",1
"(9905174, 11044)",1
"(9911202, 9907205)",1
"(12142, 10169)",1
"(9911161, 106186)",1
"(9912030, 9705162)",1
"(7153, 3101)",1
"(9912118, 112028)",1
"(9612181, 102133)",1
"(9204012, 4096)",1
"(9409133, 4205)",1
"(9712028, 103170)",1
"(9602077, 8081)",1
"(107218, 102077)",1
"(9404125, 12148)",0
"(9702187, 2175)",1
"(9611159, 3211)",1
"(9511194, 106201)",1
"(104200, 9103)",1
"(9711162, 103261)",1
"(9501098, 4121)",1
"(111283, 101178)",1
"(9226, 1204)",1
"(9704080, 12183)",1
"(7168, 4074)",1
"(9704082, 7013)",1
"(9502096, 8086)",1
"(9401139, 104089)",1
"(12025, 3075)",1
"(9809145, 7036)",1
"(9202076, 2123)",0
"(9902157, 7208)",1
"(9908142, 11272)",1
"(9510086, 105045)",1
"(106048, 104244)",1
"(106266, 10088)",1
"(110281, 106014)",1
"(9903088, 1168)",1
"(9912230, 9902055)",1
"(9506187, 109031)",1
"(9902124, 9312014)",0
"(9602010, 6204)",1
"(108101, 105145)",0
"(105300, 105160)",1
"(9807216, 107134)",1
"(110108, 8140)",1
"(107142, 9019)",1
"(9810230, 2007)",1
"(9901118, 7021)",1
"(9911081, 11269)",1
"(9710023, 101038)",1
"(10283, 5017)",1
"(10026, 6056)",1
"(9906064, 6132)",1
"(9903107, 4115)",1
"(107055, 102070)",1
"(9712151, 9408144)",0
"(104132, 103224)",1
"(101102, 4038)",1
"(9711200, 103003)",1
"(9911225, 9706219)",1
"(103163, 9211)",1
"(9401154, 10107)",1
"(9612115, 109020)",1
"(12077, 7015)",1
"(9609040, 107020)",1
"(110064, 103171)",1
"(9708005, 6231)",1
"(9912118, 101038)",1
"(9808036, 9703128)",0
"(9812031, 4198)",1
"(9801161, 9062)",1
"(9905111, 10126)",1
"(9608177, 103136)",1
"(9911136, 105035)",1
"(9610043, 7031)",1
"(9204012, 101186)",1
"(10220, 3160)",1
"(11233, 2075)",1
"(9407061, 103062)",0
"(10034, 2211)",1
"(9909132, 11125)",1
"(9910174, 3086)",1
"(9909163, 103142)",1
"(9912250, 9910016)",1
"(9304159, 11236)",1
"(9601120, 9230)",1
"(9802015, 12031)",1
"(110112, 102189)",0
"(9603167, 11193)",1
"(9308067, 9411132)",0
"(9204033, 101042)",0
"(9903213, 6060)",1
"(105318, 101003)",1
"(9903086, 9242)",1
"(112197, 3136)",1
"(107060, 4068)",1
"(9912118, 12102)",1
"(9602135, 2184)",1
"(105149, 1035)",1
"(9711057, 108141)",1
"(104017, 7078)",1
"(9904095, 9193)",1
"(106159, 11033)",1
"(9803205, 11220)",1
"(102160, 5006)",1
"(104012, 3301)",1
"(9810092, 4187)",1
"(9904207, 106010)",1
"(9501068, 108135)",1
"(9907166, 4080)",1
"(9705241, 12141)",1
"(9309154, 107114)",1
"(9904017, 10048)",1
"(9911041, 1027)",1
"(9901076, 105309)",1
"(109045, 109043)",1
"(9707073, 11151)",1
"(9903187, 104106)",1
"(9904080, 12062)",1
"(9704006, 1066)",1
"(9711200, 10166)",1
"(9704136, 109220)",1
"(110084, 11138)",1
"(108025, 104170)",1
"(11166, 6066)",1
"(9412147, 104114)",1
"(103064, 102156)",1
"(9809195, 105256)",1
"(109146, 101196)",1
"(9904017, 4063)",1
"(111276, 105093)",1
"(11152, 4028)",1
"(10049, 3271)",1
"(9806155, 5031)",1
"(9611050, 103052)",1
"(9906064, 12231)",1
"(9909015, 112244)",1
"(9205024, 109212)",1
"(9503099, 7049)",1
"(9908076, 12191)",1
"(9804001, 7050)",1
"(9912072, 10027)",1
"(9805152, 5044)",1
"(9510161, 2191)",1
"(9709199, 12247)",1
"(9803224, 5067)",1
"(4147, 3180)",1
"(9908130, 110055)",1
"(9910138, 3176)",1
"(9904063, 2140)",1
"(9912152, 108229)",1
"(103080, 12195)",1
"(11040, 2170)",1
"(9906161, 11261)",1
"(9712206, 101236)",1
"(110055, 102207)",1
"(9512012, 7014)",1
"(9909044, 2206)",1
"(9812034, 104175)",1
"(9906039, 6201)",1
"(9811150, 3288)",1
"(11016, 10025)",1
"(103167, 7018)",1
"(9912234, 9708035)",1
"(9906046, 2004)",1
"(7205, 2147)",1
"(9511154, 2100)",1
"(9710009, 112043)",1
"(9903205, 108154)",1
"(107179, 1082)",0
"(9906064, 8140)",1
"(9606172, 11120)",1
"(9704101, 4202)",1
"(9810252, 9504046)",0
"(9607101, 110006)",1
"(9703166, 1066)",1
"(9909202, 2118)",1
"(9510177, 3187)",1
"(9711002, 108212)",1
"(9904143, 108050)",1
"(9903224, 103033)",1
"(9404031, 3009)",1
"(9707062, 9089)",1
"(9310053, 107115)",1
"(9902105, 3278)",1
"(106136, 10113)",1
"(9912072, 105257)",1
"(9810186, 103162)",1
"(9407190, 105230)",1
"(9705163, 8250)",1
"(9409161, 110112)",0
"(9301042, 2222)",1
"(9711042, 101096)",1
"(9903205, 10165)",1
"(9611053, 2222)",1
"(9709013, 101080)",1
"(9908142, 106048)",1
"(9904167, 12058)",1
"(9803235, 103193)",1
"(12062, 9173)",1
"(11196, 6123)",1
"(9410191, 1041)",1
"(9908056, 101045)",1
"(9911034, 9607202)",1
"(9609002, 10267)",1
"(9711200, 1190)",1
"(9304046, 8249)",1
"(9906221, 5246)",1
"(9911174, 101229)",1
"(101038, 1092)",1
"(9608125, 106020)",1
"(9610234, 109025)",1
"(9511043, 106259)",1
"(9806051, 7063)",1
"(9610250, 5021)",1
"(105254, 12197)",1
"(9909053, 11051)",1
"(106142, 9112)",1
"(9710009, 12183)",1
"(9511164, 1054)",1
"(9409089, 1177)",1
"(9204102, 2222)",1
"(109070, 10221)",1
"(9605184, 5124)",1
"(101211, 8023)",1
"(9607056, 103154)",1
"(9708117, 2097)",1
"(106092, 104156)",1
"(9182, 7168)",1
"(3036, 1063)",1
"(9208011, 10262)",1
"(9803133, 9152)",1
"(9601115, 1142)",1
"(9603140, 1168)",1
"(10091, 6033)",1
"(10221, 8092)",1
"(108120, 105097)",1
"(9908187, 9608096)",1
"(9507117, 9712151)",0
"(106127, 105048)",1
"(9506207, 5225)",1
"(9204044, 104188)",1
"(6024, 4072)",1
"(9806008, 11245)",1
"(103116, 7191)",1
"(9904207, 12211)",1
"(103152, 1169)",1
"(11072, 9237)",1
"(9511030, 105014)",1
"(9604146, 110068)",1
"(9802150, 106108)",1
"(102045, 2084)",1
"(106142, 12210)",1
"(9902124, 109017)",0
"(9910268, 9910238)",1
"(9805112, 112084)",1
"(9906070, 112221)",1
"(110108, 10138)",1
"(9808017, 7211)",1
"(109186, 2233)",1
"(9610101, 4012)",1
"(10141, 3052)",1
"(9405122, 7128)",0
"(105311, 105079)",1
"(12249, 7130)",1
"(9611151, 5028)",1
"(9903205, 108007)",1
"(9703099, 10044)",1
"(5134, 5110)",1
"(112044, 110242)",1
"(9912287, 6069)",1
"(9612126, 3215)",1
"(9409023, 8026)",1
"(9912232, 8079)",1
"(12179, 11101)",1
"(9905156, 4136)",1
"(9712115, 102084)",1
"(9912072, 9095)",1
"(9812211, 3217)",1
"(9812117, 11165)",1
"(9608019, 12265)",1
"(9510060, 11070)",1
"(9910023, 10138)",1
"(9711162, 9030)",1
"(9910109, 108016)",1
"(9510209, 1212)",1
"(9912098, 9303123)",1
"(9701029, 9222)",1
"(9910219, 9160)",1
"(9912233, 7064)",1
"(105258, 8076)",1
"(9809188, 3055)",1
"(9401145, 9163)",1
"(110046, 8126)",1
"(12221, 9127)",1
"(9907038, 108075)",1
"(9908038, 12145)",1
"(106177, 104056)",1
"(9037, 7156)",1
"(9806039, 104181)",1
"(9803209, 12247)",1
"(105005, 8081)",1
"(11205, 7204)",1
"(9809111, 4106)",1
"(9801182, 101115)",1
"(107053, 105043)",1
"(9402112, 101044)",1
"(108172, 101076)",1
"(9610035, 107110)",1
"(9803141, 107167)",1
"(5159, 5005)",1
"(9801139, 9060)",1
"(12091, 7018)",1
"(106121, 8205)",1
"(9911098, 4038)",1
"(9501055, 109137)",1
"(8194, 5247)",1
"(9710104, 2131)",1
"(9608121, 9510025)",0
"(9711182, 9603012)",1
"(9201007, 11167)",1
"(8030, 7215)",1
"(104044, 8112)",1
"(110101, 105192)",1
"(9809039, 6088)",1
"(9902066, 110170)",1
"(9205009, 3168)",1
"(9912274, 9510017)",1
"(9610193, 8093)",1
"(105307, 4183)",1
"(9711200, 2125)",1
"(9807226, 7200)",1
"(9511080, 102165)",1
"(9903123, 3278)",1
"(9903005, 103011)",1
"(9911042, 110209)",1
"(10158, 5046)",1
"(9302047, 5072)",1
"(9502010, 107063)",1
"(9908134, 9095)",1
"(9502149, 12062)",1
"(9410046, 110296)",1
"(12239, 7215)",1
"(9910268, 9701162)",1
"(9808141, 5036)",1
"(9205024, 8200)",1
"(9911062, 9511188)",1
"(103257, 10050)",1
"(9406216, 12151)",1
"(9912073, 9702076)",1
"(9906064, 102046)",1
"(9506041, 1117)",1
"(9909081, 6058)",1
"(108158, 107110)",1
"(8132, 5015)",1
"(109177, 12195)",1
"(9806039, 3056)",1
"(5138, 2158)",1
"(9905038, 110302)",1
"(9512089, 4037)",1
"(9605032, 101119)",1
"(9912165, 9909085)",1
"(9506098, 108084)",1
"(9905210, 110286)",1
"(9612176, 109072)",1
"(9811120, 101056)",1
"(9202076, 111239)",0
"(9403018, 12140)",1
"(9902157, 103178)",1
"(9906224, 2198)",1
"(9805170, 11226)",1
"(9801122, 8137)",1
"(9908040, 108126)",1
"(9805170, 101211)",1
"(3180, 1215)",1
"(107162, 104147)",1
"(9502010, 2245)",1
"(8057, 2186)",1
"(9908112, 9165)",1
"(9305016, 2160)",1
"(9505004, 5076)",1
"(9605039, 9041)",1
"(102189, 10185)",0
"(108014, 2236)",1
"(102172, 2159)",1
"(6008, 1197)",1
"(9807206, 11112)",1
"(9912164, 9812136)",1
"(9511105, 8182)",1
"(9801083, 3069)",1
"(9911154, 4039)",1
"(9903205, 11252)",1
"(110108, 2230)",1
"(9810072, 3145)",1
"(9708117, 7236)",1
"(9702202, 103015)",1
"(102063, 8252)",1
"(9909015, 4188)",1
"(9808036, 11075)",0
"(103168, 5174)",1
"(112244, 9023)",1
"(9903085, 101026)",1
"(12198, 10218)",1
"(9903139, 3187)",1
"(104218, 11226)",1
"(10108, 9103)",1
"(9908072, 111209)",1
"(9910124, 9802109)",1
"(5182, 2039)",1
"(112086, 12219)",1
"(9911040, 9156)",1
"(7147, 5204)",1
"(9405112, 105215)",1
"(9402069, 106056)",1
"(9804199, 105090)",1
"(9803171, 10072)",1
"(10054, 2042)",1
"(9908189, 1063)",1
"(5073, 5048)",1
"(9706066, 108036)",1
"(9810252, 110112)",0
"(9805172, 11197)",1
"(9511134, 4189)",1
"(9510209, 3086)",1
"(9509161, 102190)",1
"(12030, 5052)",1
"(9909053, 10193)",1
"(9910196, 9043)",1
"(105294, 104240)",1
"(9509148, 111187)",1
"(9805171, 101118)",1
"(9404171, 12053)",1
"(9809121, 10044)",1
"(9903033, 105117)",1
"(9905083, 2245)",1
"(9503205, 9242)",1
"(106146, 102156)",1
"(9911169, 9708037)",1
"(107070, 106242)",1
"(9210065, 9148)",1
"(9705030, 101104)",1
"(9302023, 9099)",1
"(11029, 9103)",1
"(7186, 5272)",1
"(8142, 4134)",1
"(4183, 3037)",1
"(9512062, 108046)",1
"(103263, 5100)",1
"(9801021, 108242)",1
"(9601029, 3121)",1
"(9902028, 6039)",1
"(9908105, 6202)",1
"(11109, 1005)",1
"(9809070, 7157)",1
"(9410193, 8184)",0
"(9810019, 3029)",1
"(12046, 9030)",1
"(110059, 107055)",1
"(9809121, 5126)",1
"(9807235, 102211)",1
"(9707126, 106096)",1
"(9805019, 104229)",1
"(111093, 110108)",1
"(9211097, 11197)",1
"(9912254, 9906192)",1
"(105108, 11156)",1
"(9704142, 12214)",1
"(111260, 107242)",1
"(9711038, 10155)",1
"(9810008, 9202)",1
"(3076, 3020)",1
"(9506126, 106155)",1
"(104174, 102144)",1
"(9912132, 9901056)",1
"(9903205, 101092)",1
"(103003, 3055)",1
"(108158, 2171)",1
"(9908142, 12056)",1
"(9811151, 8123)",1
"(9912210, 9906051)",1
"(9611090, 6011)",1
"(111129, 2117)",1
"(9608096, 112043)",1
"(9409161, 104055)",0
"(9412147, 10117)",1
"(103048, 2171)",1
"(9912132, 5185)",1
"(9802109, 10179)",1
"(9043, 5040)",1
"(9607222, 9408141)",0
"(109162, 106217)",1
"(12025, 8015)",1
"(103219, 2226)",1
"(9906201, 4148)",1
"(9604080, 8039)",1
"(9812211, 104119)",1
"(111118, 101228)",1
"(9611174, 105023)",1
"(9909062, 111209)",1
"(9604174, 104055)",0
"(9903206, 108083)",1
"(9711200, 11079)",1
"(103108, 102042)",1
"(9805114, 7146)",1
"(9907070, 10142)",1
"(9308067, 109017)",0
"(9806243, 109072)",1
"(9602051, 108008)",1
"(105245, 105058)",1
"(9808101, 104073)",1
"(9210015, 106211)",1
"(9901006, 11253)",1
"(9705155, 103109)",1
"(9910053, 3187)",1
"(9903205, 9230)",1
"(9311132, 11197)",1
"(9812031, 9214)",1
"(10143, 7236)",1
"(9906018, 105090)",1
"(9507022, 110109)",1
"(9909061, 9811101)",1
"(107131, 5183)",1
"(8076, 2075)",1
"(11090, 7078)",1
"(9911152, 10004)",1
"(9802150, 5224)",1
"(9605130, 9409161)",0
"(9706097, 101123)",1
"(9810095, 101100)",1
"(8151, 4022)",1
"(9908109, 11092)",1
"(9912133, 9512005)",1
"(9910246, 7128)",0
"(9210068, 109094)",1
"(9412184, 8241)",1
"(9407190, 110168)",1
"(9202080, 106260)",1
"(104227, 12165)",1
"(105070, 10252)",1
"(9803265, 12145)",1
"(110271, 105204)",1
"(9711162, 104106)",1
"(9907209, 6192)",1
"(9804085, 3203)",1
"(9907150, 9903019)",1
"(9704098, 10047)",1
"(9510025, 3019)",0
"(9303067, 9148)",1
"(7128, 12148)",0
"(9812056, 111001)",1
"(9811191, 9605158)",1
"(9905012, 101003)",1
"(9910164, 107002)",1
"(106051, 4093)",1
"(9711200, 3055)",1
"(9911216, 5100)",1
"(109114, 8102)",1
"(9301100, 8171)",1
"(9908142, 10028)",1
"(9810247, 9401043)",0
"(9907166, 11282)",1
"(9905095, 109105)",1
"(9910150, 8048)",1
"(9412228, 111141)",1
"(103015, 101192)",1
"(107015, 105178)",1
"(9805019, 6122)",1
"(9912186, 4022)",1
"(11190, 7018)",1
"(9902121, 3052)",1
"(9906018, 1083)",1
"(9510017, 12092)",1
"(9910053, 104036)",1
"(106182, 6094)",1
"(9603139, 112158)",1
"(9603109, 104004)",1
"(105240, 11006)",1
"(9510041, 105023)",1
"(109096, 106113)",1
"(111134, 101036)",1
"(9407027, 107073)",1
"(109084, 103023)",1
"(9407087, 7195)",1
"(9908160, 11086)",1
"(9810188, 104164)",1
"(9107, 9096)",1
"(9062, 7018)",1
"(7078, 3160)",1
"(9908104, 104177)",1
"(9909018, 112038)",1
"(9502031, 105215)",1
"(104147, 11017)",1
"(9807081, 103054)",1
"(9707222, 6088)",1
"(9906243, 1184)",1
"(9905223, 9195)",1
"(9601150, 105061)",1
"(9802183, 9213)",1
"(9810006, 11243)",1
"(9135, 3124)",1
"(9908105, 2134)",1
"(9911096, 102172)",1
"(110036, 1208)",1
"(106068, 105168)",1
"(9909209, 9404140)",1
"(9912118, 101003)",1
"(9601057, 104146)",1
"(9810188, 5103)",1
"(9909061, 12151)",1
"(8127, 1084)",1
"(102021, 12039)",1
"(7069, 3053)",1
"(9806171, 1057)",1
"(4133, 2121)",1
"(108043, 4106)",1
"(9607207, 8092)",1
"(9909061, 9708046)",1
"(9809179, 9106)",1
"(5256, 1125)",1
"(9511176, 10226)",1
"(9711165, 105087)",1
"(105024, 12251)",1
"(3148, 2126)",1
"(8053, 2237)",1
"(109017, 103062)",0
"(6215, 1082)",1
"(11057, 9225)",1
"(6003, 1035)",1
"(107189, 106129)",1
"(9706009, 112056)",1
"(112198, 108121)",1
"(9910243, 106073)",1
"(101236, 5272)",1
"(9910190, 9801042)",1
"(106191, 1122)",1
"(9311183, 102202)",1
"(9038, 8064)",1
"(9083, 3086)",1
"(9912088, 9510204)",1
"(9189, 5053)",1
"(101013, 11077)",1
"(9811073, 7183)",1
"(9510017, 106038)",1
"(110112, 7128)",0
"(9807221, 12166)",1
"(9912275, 7158)",1
"(9403188, 4157)",1
"(9402113, 12251)",1
"(9902023, 1098)",1
"(8252, 2237)",1
"(9811236, 108177)",1
"(9812127, 108234)",1
"(9603104, 107090)",1
"(9606165, 8230)",1
"(110216, 102185)",1
"(9906229, 5201)",1
"(9810126, 7234)",1
"(9908025, 103142)",1
"(9809147, 9022)",1
"(9805097, 105136)",1
"(9807197, 4104)",1
"(9711200, 11282)",1
"(9812172, 11197)",1
"(9701162, 7236)",1
"(9605088, 107070)",1
"(7067, 6008)",1
"(9605030, 6099)",1
"(9910219, 110286)",1
"(9909209, 9152)",1
"(9904009, 3056)",1
"(8015, 1053)",1
"(103188, 10090)",1
"(9902059, 5087)",1
"(9309117, 105148)",1
"(9707041, 111091)",1
"(103015, 11018)",1
"(9908142, 11223)",1
"(9810116, 107184)",1
"(9511203, 1065)",1
"(9908142, 12009)",1
"(9911188, 109139)",1
"(9811017, 3265)",1
"(109065, 10137)",1
"(8083, 7065)",1
"(102189, 111235)",0
"(109049, 103085)",1
"(9405122, 5248)",0
"(109065, 104016)",1
"(9907123, 9709062)",1
"(9504145, 110184)",1
"(9912119, 9905111)",1
"(105319, 2211)",1
"(9607049, 1016)",1
"(9904207, 12251)",1
"(103145, 8203)",1
"(9609166, 3138)",1
"(4085, 1089)",1
"(9510151, 109109)",1
"(105256, 12102)",1
"(9902042, 2154)",1
"(106019, 5001)",1
"(111182, 105052)",1
"(9908116, 7109)",1
"(9608121, 9810247)",0
"(9912236, 9504148)",1
"(9409108, 2225)",1
"(9906192, 7024)",1
"(9611213, 12049)",1
"(105175, 105059)",1
"(108156, 4005)",1
"(7160, 6058)",1
"(110084, 11177)",1
"(9912284, 9902046)",1
"(9407061, 9703128)",0
"(9612080, 10182)",1
"(9602052, 112259)",1
"(9611042, 109162)",1
"(106260, 105163)",1
"(9908142, 5222)",1
"(111048, 8142)",1
"(9705128, 3208)",1
"(4125, 3086)",1
"(9404071, 1211)",1
"(104201, 2190)",1
"(9607046, 10164)",1
"(9907224, 106257)",1
"(9302010, 7114)",1
"(9511030, 10119)",1
"(9607222, 107179)",0
"(9408099, 5076)",1
"(9701137, 104218)",1
"(9307036, 105281)",1
"(4085, 3137)",1
"(9801040, 9112)",1
"(9609239, 112005)",1
"(9409061, 9405122)",0
"(9805110, 12067)",1
"(9505100, 101114)",1
"(9201066, 9411132)",0
"(9501113, 9166)",1
"(9712059, 105288)",1
"(9904145, 107099)",1
"(107110, 2236)",1
"(103199, 2158)",1
"(9411198, 105220)",1
"(105059, 9090)",1
"(9803001, 9226)",1
"(9905011, 4006)",1
"(9912081, 4188)",1
"(9909202, 7204)",1
"(9801020, 111002)",1
"(9603142, 7223)",1
"(9603127, 2021)",1
"(9911214, 108083)",1
"(101071, 6234)",1
"(110031, 8147)",1
"(11003, 2067)",1
"(109118, 12269)",1
"(9606086, 102031)",1
"(108070, 108041)",1
"(9409188, 10092)",1
"(9912075, 5208)",1
"(9511194, 8242)",1
"(101043, 11023)",1
"(11278, 11152)",1
"(105185, 12200)",1
"(9810095, 105069)",1
"(9711200, 107160)",1
"(9805150, 11273)",1
"(9812026, 108028)",1
"(9403129, 9605130)",0
"(9912164, 9808032)",1
"(9309142, 106268)",1
"(9601007, 6198)",1
"(12002, 7248)",1
"(9611042, 104086)",1
"(9701028, 106230)",1
"(112218, 109213)",1
"(9311147, 102014)",1
"(9905157, 9025)",1
"(9711162, 5054)",1
"(107179, 106242)",1
"(9704114, 11113)",1
"(108230, 106177)",1
"(9911055, 107201)",1
"(9702099, 2002)",1
"(106096, 10167)",1
"(9807080, 101020)",1
"(9805217, 10104)",1
"(9604174, 9505056)",0
"(9310179, 11067)",1
"(9608180, 3112)",1
"(9712199, 110183)",1
"(9904197, 2235)",1
"(9903214, 3103)",1
"(9805102, 9712191)",1
"(105139, 11131)",1
"(9810188, 4131)",1
"(9507117, 9610096)",0
"(9605013, 106082)",1
"(9808036, 2123)",0
"(9912088, 9712061)",1
"(9810251, 107132)",1
"(9304063, 6111)",1
"(9912281, 107161)",1
"(9603087, 112075)",1
"(6226, 1197)",1
"(9803235, 103233)",1
"(9704127, 101126)",1
"(103219, 9227)",1
"(9410193, 2123)",0
"(9512216, 102013)",1
"(109127, 9126)",1
"(9611230, 104026)",1
"(9912133, 9505100)",1
"(9707190, 106260)",1
"(9905104, 105250)",1
"(9908126, 12137)",1
"(9912094, 107037)",1
"(9908186, 4125)",1
"(103117, 9209)",1
"(107115, 107037)",1
"(112040, 12213)",1
"(9905085, 107212)",1
"(9912191, 9911040)",1
"(11040, 6165)",1
"(9505035, 103067)",1
"(9903003, 105276)",1
"(9706129, 6108)",1
"(103089, 3031)",1
"(9603142, 3269)",1
"(12143, 7177)",1
"(9604198, 8081)",1
"(9705062, 102090)",0
"(9910004, 105311)",1
"(11094, 8064)",1
"(9906200, 7075)",1
"(101114, 5049)",1
"(9506106, 101043)",1
"(9903156, 101114)",1
"(12044, 10232)",1
"(111179, 10091)",1
"(5183, 5065)",1
"(9208027, 105228)",1
"(9711200, 7142)",1
"(9707041, 9050)",1
"(7215, 6085)",1
"(110267, 105038)",1
"(109094, 104156)",1
"(103021, 11077)",1
"(107086, 1033)",1
"(9704170, 7170)",1
"(9812120, 5145)",1
"(9906064, 9074)",1
"(9605158, 108034)",1
"(9805028, 5145)",1
"(9312172, 111154)",1
"(9909134, 101026)",1
"(9604002, 101165)",1
"(9805185, 3243)",1
"(9806121, 3298)",1
"(9903077, 11037)",1
"(9909129, 9610168)",1
"(109130, 2119)",1
"(9209018, 3298)",1
"(108145, 102181)",1
"(9702089, 103026)",1
"(9804026, 7087)",1
"(9910076, 107132)",1
"(9807226, 110189)",1
"(110203, 102007)",1
"(9252, 6240)",1
"(9810188, 107165)",1
"(9507121, 109217)",1
"(9712047, 6088)",1
"(9503230, 101098)",1
"(9504006, 104163)",1
"(9803031, 109162)",1
"(9912242, 1033)",1
"(9703089, 108116)",1
"(9912174, 2138)",1
"(9905095, 104204)",1
"(107227, 12202)",1
"(11117, 4015)",1
"(9801189, 7157)",1
"(9901014, 5114)",1
"(9903036, 2116)",1
"(12185, 9173)",1
"(9908142, 2001)",1
"(9909058, 2040)",1
"(9412131, 8241)",1
"(9803162, 11251)",1
"(9711162, 103124)",1
"(9912287, 9032)",1
"(111050, 108165)",1
"(9809097, 10082)",1
"(102173, 2123)",0
"(9808141, 3278)",1
"(106195, 1143)",1
"(11167, 2091)",1
"(111222, 107119)",1
